orderid,customerid,marketplaceid,orderno,unitsperorder,nooflineitems,date,ordertotal,shippingcost,carrier,shipmentweight
5747,654,1,QQs-2680,12,1,1/2/2021,424.68,11.97,UPS,308
5748,981,1,QQs-2681,1,1,1/2/2021,9.99,3.18,Stamps.com,4
5749,99,1,QQs-2682,3,3,1/2/2021,107.78,11.72,UPS,112
5750,226,1,QQs-2683,2,1,1/2/2021,34.98,5.54,Stamps.com,15.8
5751,991,1,QQs-2684,2,2,1/3/2021,14.39,4.08,Stamps.com,12
5752,993,1,QQs-2685,8,3,1/3/2021,217.12,12.28,UPS,176
5753,443,1,QQs-2686,4,4,1/3/2021,77.46,7.75,Express 1,52
5754,992,1,QQs-2687,2,2,1/3/2021,11.49,5.7,Stamps.com,14
5755,121,1,QQs-2688,1,1,1/3/2021,45.79,7.75,Express 1,41
5756,995,1,QQs-2689,2,2,1/3/2021,129.28,9.5,Express 1,92
5757,994,1,QQs-2690,1,1,1/3/2021,15.99,3.21,Stamps.com,6.5
5758,997,1,QQs-2691,1,1,1/4/2021,23.99,7.75,Express 1,23
5759,996,1,QQs-2692,3,3,1/4/2021,63.97,7.75,Express 1,50.5
5760,199,1,QQs-2693,3,3,1/4/2021,110.48,8.5,Express 1,73
5761,962,1,QQs-2694,2,1,1/4/2021,71.78,7.75,Express 1,48
5762,317,1,QQs-2695,2,1,1/4/2021,87.98,10.42,Express 1,74
5763,998,1,QQs-2696,1,1,1/4/2021,92.39,13.2,Express 1,81
5764,108,1,QQs-2697,3,3,1/5/2021,45.47,7.75,Express 1,22
5765,346,1,QQs-2698,1,1,1/5/2021,23.99,7.75,Express 1,23
5766,1000,1,QQs-2699,1,1,1/5/2021,31.29,7.75,Express 1,34
5767,999,1,QQs-2700,2,1,1/5/2021,41.98,7.75,Express 1,23.2
5768,570,1,QQs-2701,1,1,1/5/2021,60.69,8.92,Express 1,49
5769,1003,1,QQs-2702,2,2,1/5/2021,869,8.34,Express 1,80
5770,1002,1,QQs-2703,1,1,1/5/2021,54.59,9.35,UPS,56
5771,693,1,QQs-2704,2,2,1/5/2021,1750,0,Stamps.com,0
5772,1001,1,QQs-2705,1,1,1/5/2021,145,9.37,UPS,112
5773,684,1,QQs-2706,7,3,1/5/2021,140.13,11.53,Express 1,104
5774,1004,1,QQs-2707,1,1,1/5/2021,60.69,9.5,UPS,48
5775,586,1,QQs-2708,2,1,1/5/2021,246.38,8.88,FedEx,208
5776,1007,1,QQs-2709,1,1,1/5/2021,120,13.75,Express 1,84
5777,1006,1,QQs-2710,1,1,1/5/2021,20.79,4.08,Stamps.com,10
5778,1005,1,QQs-2711,1,1,1/5/2021,9.79,3.25,Stamps.com,6
5779,261,1,QQs-2712,3,1,1/6/2021,40.17,7.45,Express 1,27
5780,248,1,QQs-2713,1,1,1/6/2021,58.99,8.92,Express 1,63
5781,23,1,QQs-2714,1,1,1/6/2021,60.69,7.68,Express 1,41
5782,664,1,QQs-2715,1,1,1/6/2021,45.79,7.75,Express 1,41
5783,1008,1,QQs-2716,3,1,1/6/2021,50.59,7.75,Express 1,36
5784,1010,1,QQs-2717,1,1,1/6/2021,7.59,3.18,Stamps.com,4
5785,1009,1,QQs-2718,3,3,1/6/2021,13.98,4.46,Stamps.com,10
5786,809,1,QQs-2719,1,1,1/6/2021,99.79,7.68,Express 1,80
5787,1011,1,QQs-2720,2,2,1/7/2021,41.48,7.75,Express 1,23
5788,664,1,QQs-2721,1,1,1/7/2021,45.79,7.75,Express 1,41
5789,905,1,QQs-2722,1,1,1/7/2021,48.59,7.92,Express 1,37
5790,1012,1,QQs-2723,3,3,1/7/2021,26.27,4.46,Stamps.com,12
5791,629,1,QQs-2724,1,1,1/7/2021,32.19,7.75,Express 1,34
5792,1013,1,QQs-2725,1,1,1/7/2021,11.39,4.18,Stamps.com,9
5793,977,1,QQs-2726,1,1,1/7/2021,25.79,7.75,Express 1,28
5794,1014,1,QQs-2727,2,2,1/8/2021,42.26,23.28,Express 1,15
5795,132,1,QQs-2728,4,1,1/8/2021,210.74,9.76,Express 1,160
5796,782,1,QQs-2729,1,1,1/8/2021,10.39,3.39,Stamps.com,6
5797,491,1,QQs-2730,2,1,1/8/2021,109.72,8.51,Express 1,124
5798,482,1,QQs-2731,1,1,1/8/2021,63.39,10.42,Express 1,38
5799,981,1,QQs-2732,4,4,1/8/2021,71.66,13.2,Express 1,63
5800,933,1,QQs-2734,6,2,1/8/2021,180.84,18.3,Express 1,192
5801,434,1,QQs-2735,1,1,1/8/2021,26.99,7.75,Express 1,28
5802,1015,1,QQs-2736,1,1,1/9/2021,34.09,7.75,Express 1,24
5803,683,1,QQs-2737,1,1,1/9/2021,528.59,56.48,UPS,1280
5804,1019,1,QQs-2738,2,1,1/9/2021,18.78,3.67,Stamps.com,8
5805,1018,1,QQs-2739,5,1,1/9/2021,204.95,13.2,Express 1,148
5806,165,1,QQs-2741,10,1,1/9/2021,282.6,23.69,UPS,248
5807,358,1,QQs-2742,3,3,1/10/2021,73.57,7.75,Express 1,67
5808,1017,1,QQs-2743,1,1,1/10/2021,8.99,3.67,Stamps.com,7
5809,1016,1,QQs-2744,2,2,1/10/2021,23.08,4.18,Stamps.com,10
5810,1020,1,QQs-2745,1,1,1/10/2021,32.19,7.75,Express 1,35
5811,120,1,QQs-2746,1,1,1/10/2021,27.85,7.75,Express 1,28
5812,1022,1,QQs-2747,1,1,1/10/2021,11.39,3.39,Stamps.com,7
5813,962,1,QQs-2748,2,1,1/11/2021,71.78,7.75,Express 1,74
5814,1021,1,QQs-2749,1,1,1/11/2021,26.79,7.75,Express 1,27
5815,1023,1,QQs-2750,1,1,1/11/2021,31.29,7.75,Express 1,35
5816,1026,1,QQs-2751,1,1,1/11/2021,17.49,5.08,Stamps.com,13
5817,1025,1,QQs-2752,1,1,1/11/2021,74.79,10.42,Express 1,53
5818,1024,1,QQs-2753,2,2,1/11/2021,69.56,7.75,Express 1,37
5819,304,1,QQs-2754,1,1,1/11/2021,96.99,8.92,Express 1,61
5820,1027,1,QQs-2755,2,1,1/11/2021,22.78,5.4,Stamps.com,14
5821,872,1,QQs-2756,3,3,1/11/2021,66.57,12.1,Express 1,58
5822,410,1,QQs-2757,3,3,1/11/2021,62.58,8.21,Express 1,68
5823,169,1,QQs-2758,2,2,1/11/2021,601.83,12.44,UPS,480
5824,265,1,QQs-2759,4,2,1/11/2021,281.56,13.02,UPS,192
5825,91,1,QQs-2760,3,3,1/11/2021,49.97,7.75,Express 1,27
5826,1028,1,QQs-2761,2,2,1/11/2021,31.78,7.4,Express 1,22
5827,1029,1,QQs-2762,24,12,1/11/2021,443.76,20.06,UPS,224
5828,1030,1,QQs-2763,1,1,1/12/2021,7.49,3.18,Stamps.com,2
5829,1031,1,QQs-2764,1,1,1/12/2021,76.59,7.68,Express 1,108
5830,252,1,QQs-2765,2,1,1/12/2021,23.98,3.97,Stamps.com,10
5831,675,1,QQs-2766,2,2,1/12/2021,109.98,17.74,UPS,106
5832,1032,1,QQs-2767,4,2,1/12/2021,60.39,19.71,Stamps.com,29
5833,1033,1,QQs-2768,1,1,1/12/2021,120,9.37,UPS,91
5834,930,1,QQs-2769,2,1,1/12/2021,115.39,7.68,Express 1,86
5835,468,1,QQs-2770,1,1,1/12/2021,32.19,7.75,Express 1,35
5836,1037,1,QQs-2771,2,2,1/12/2021,18.99,7.75,Express 1,31
5837,998,1,QQs-2772,1,1,1/12/2021,32.19,7.75,Express 1,35
5838,1036,1,QQs-2773,8,8,1/12/2021,91.92,7.75,Express 1,52
5839,1035,1,QQs-2774,2,2,1/13/2021,30.08,5.27,Stamps.com,13
5840,1034,1,QQs-2775,6,2,1/13/2021,361.97,110.82,Express 1,256
5841,1038,1,QQs-2776,1,1,1/13/2021,12.99,3.31,Stamps.com,8
5842,550,1,QQs-2777,3,3,1/13/2021,30.69,5.04,Stamps.com,14
5843,769,1,QQs-2778,1,1,1/13/2021,10.49,3.21,Stamps.com,8
5844,120,1,QQs-2779,1,1,1/13/2021,34.77,7.75,Express 1,34
5845,1040,1,QQs-2780,1,1,1/13/2021,26.99,7.75,Express 1,27
5846,1039,1,QQs-2781,1,1,1/13/2021,88.89,10.42,Express 1,58
5847,47,1,QQs-2782,6,5,1/13/2021,71.94,7.75,Express 1,62
5848,1041,1,QQs-2783,2,2,1/13/2021,54.18,7.92,Express 1,59
5849,1042,1,QQs-2784,12,1,1/13/2021,199.08,9.35,UPS,128
5850,819,1,QQs-2785,4,4,1/13/2021,54.36,7.75,Express 1,48
5851,491,1,QQs-2786,3,1,1/13/2021,126.22,8.51,Express 1,128
5852,1044,1,QQs-2787,2,2,1/13/2021,47.98,7.75,Express 1,45
5853,1043,1,QQs-2788,2,1,1/13/2021,35.18,7.75,Express 1,24
5854,883,1,QQs-2789,1,1,1/13/2021,394.09,26.97,UPS,448
5855,1045,1,QQs-2790,1,1,1/13/2021,139.39,10.04,FedEx,109
5856,434,1,QQs-2791,3,3,1/14/2021,37.18,7.75,Express 1,33
5857,401,1,QQs-2792,4,2,1/14/2021,87.13,12.1,Express 1,79
5858,1046,1,QQs-2793,1,1,1/14/2021,69.09,8.92,Express 1,64
5859,1048,1,QQs-2794,1,1,1/14/2021,23.99,7.15,Express 1,22
5860,452,1,QQs-2795,2,2,1/14/2021,22.98,4.18,Stamps.com,11
5861,1047,1,QQs-2796,2,2,1/14/2021,41.18,7.45,Express 1,33
5862,125,1,QQs-2797,3,3,1/14/2021,52.77,7.75,Express 1,34
5863,1051,1,QQs-2798,5,3,1/14/2021,57.56,7.75,Express 1,39
5864,1050,1,QQs-2799,2,2,1/15/2021,101.38,11.13,Express 1,80
5865,1049,1,QQs-2800,1,1,1/15/2021,22.64,3.93,Stamps.com,10
5866,259,1,QQs-2801,3,3,1/15/2021,145.07,12.86,UPS,112
5867,482,1,QQs-2802,1,1,1/15/2021,73.89,9.35,UPS,48
5868,484,1,QQs-2803,1,1,1/15/2021,139.39,13.15,UPS,107
5869,172,1,QQs-2804,3,3,1/15/2021,32.17,7.15,Express 1,21
5870,504,1,QQs-2805,2,1,1/15/2021,212.58,11.72,UPS,176
5871,284,1,QQs-2806,1,1,1/15/2021,53.49,7.15,Express 1,31
5872,1052,1,QQs-2807,1,1,1/15/2021,12.89,3.67,Stamps.com,7.9
5873,1053,1,QQs-2808,2,2,1/15/2021,21.98,3.97,Stamps.com,9
5874,1044,1,QQs-2809,1,1,1/15/2021,123.19,11.85,UPS,105
5875,1054,1,QQs-2810,1,1,1/15/2021,68.59,10.42,Express 1,43
5876,398,1,QQs-2811,8,8,1/15/2021,91.92,12.1,Express 1,52
5877,1055,1,QQs-2812,3,3,1/15/2021,57.67,7.75,Express 1,41
5878,803,1,QQs-2813,1,1,1/16/2021,59.1,7.68,Express 1,76
5879,895,1,QQs-2814,4,4,1/16/2021,285.16,21.32,UPS,336
5880,791,1,QQs-2815,3,1,1/16/2021,134.07,7.75,Express 1,77
5881,734,1,QQs-2816,4,2,1/16/2021,39.96,5.54,Stamps.com,15
5882,1059,1,QQs-2817,7,5,1/16/2021,101.37,7.68,Express 1,70
5883,440,1,QQs-2818,1,1,1/16/2021,67.59,9.35,UPS,94
5884,1058,1,QQs-2819,3,3,1/16/2021,15.58,3.31,Stamps.com,8
5885,1057,1,QQs-2820,4,2,1/16/2021,65.77,12.1,Express 1,63
5886,258,1,QQs-2821,3,3,1/16/2021,35.97,7.15,Express 1,26
5887,567,1,QQs-2822,2,2,1/16/2021,55.88,7.75,Express 1,54
5888,56,1,QQs-2823,3,3,1/17/2021,22.77,4.18,Stamps.com,12
5889,1056,1,QQs-2824,1,1,1/17/2021,14.14,3.21,Stamps.com,6
5890,962,1,QQs-2825,3,1,1/17/2021,107.67,12.1,Express 1,111
5891,1060,1,QQs-2826,1,1,1/17/2021,38.23,7.15,Express 1,29
5892,1061,1,QQs-2827,3,2,1/18/2021,165.24,71.77,Express 1,96
5893,1062,1,QQs-2828,3,3,1/18/2021,436,9.37,UPS,112
5894,23,1,QQs-2829,1,1,1/18/2021,97.29,8.07,Express 1,80
5895,391,1,QQs-2830,6,1,1/18/2021,311.34,12.48,UPS,272
5896,158,1,QQs-2831,1,1,1/18/2021,74.79,7.92,Express 1,46
5897,399,1,QQs-2832,10,1,1/18/2021,239.8,18.3,Express 1,192
5898,436,1,QQs-2833,2,2,1/18/2021,43.98,7.75,Express 1,34
5899,763,1,QQs-2834,4,1,1/18/2021,93.96,7.75,Express 1,108
5900,23,1,QQs-2836,1,1,1/18/2021,23.99,7.15,Express 1,21
5901,1063,1,QQs-2837,1,1,1/18/2021,137.07,7.68,Express 1,84
5902,1064,1,QQs-2838,4,4,1/18/2021,92.16,11.72,UPS,76
5903,1065,1,QQs-2839,15,1,1/18/2021,778.35,54.06,UPS,672
5904,23,1,QQs-2840,5,1,1/18/2021,94.35,7.68,Express 1,84
5905,347,1,QQs-2841,3,3,1/18/2021,50.77,7.75,Express 1,32
5906,1068,1,QQs-2843,1,1,1/18/2021,53.49,7.15,Express 1,31
5907,1067,1,QQs-2844,1,1,1/18/2021,54.59,8.92,Express 1,48
5908,1066,1,QQs-2845,1,1,1/18/2021,17.99,5.7,Stamps.com,15.9
5909,511,1,QQs-2846,1,1,1/19/2021,76.99,8.92,Express 1,46
5910,1069,1,QQs-2847,2,2,1/19/2021,15.18,3.31,Stamps.com,8
5911,1070,1,QQs-2848,1,1,1/19/2021,45.09,7.75,Express 1,20
5912,1070,1,QQs-2849,1,1,1/19/2021,38.69,7.75,Express 1,44
5913,176,1,QQs-2850,1,1,1/19/2021,24.79,5.27,Stamps.com,15.9
5914,619,1,QQs-2851,5,3,1/19/2021,85.25,8.07,Express 1,64
5915,1071,1,QQs-2852,2,2,1/19/2021,13.98,2.84,Stamps.com,4
5916,1073,1,QQs-2853,4,3,1/20/2021,173.44,11.72,UPS,176
5917,1072,1,QQs-2854,1,1,1/20/2021,20.79,4.32,Stamps.com,12
5918,1074,1,QQs-2855,1,1,1/20/2021,7.49,2.76,Stamps.com,3
5919,701,1,QQs-2856,8,4,1/20/2021,74.32,7.75,Express 1,36
5920,1075,1,QQs-2857,2,2,1/20/2021,12.49,3.25,Stamps.com,8
5921,127,1,QQs-2858,3,3,1/20/2021,48.97,7.75,Express 1,23.5
5922,579,1,QQs-2859,5,1,1/20/2021,432.95,25.45,UPS,416
5923,779,1,QQs-2860,8,1,1/20/2021,499.26,12.49,UPS,320
5924,1077,1,QQs-2861,1,1,1/20/2021,13.79,3.21,Stamps.com,7
5925,1076,1,QQs-2862,3,2,1/20/2021,28.37,5.04,Stamps.com,15.5
5926,410,1,QQs-2863,3,1,1/20/2021,66.93,8.21,Express 1,68
5927,566,1,QQs-2864,1,1,1/21/2021,79.68,7.68,Express 1,53
5928,157,1,QQs-2865,1,1,1/21/2021,35.89,7.15,Express 1,37
5929,90,1,QQs-2866,1,1,1/21/2021,20.99,4.08,Stamps.com,12
5930,1080,1,QQs-2867,3,3,1/21/2021,740,10.55,UPS,272
5931,468,1,QQs-2868,1,1,1/21/2021,32.19,7.75,Express 1,35
5932,1079,1,QQs-2869,1,1,1/21/2021,10.88,3.21,Stamps.com,6
5933,1078,1,QQs-2870,9,2,1/21/2021,244.51,16.41,UPS,224
5934,473,1,QQs-2871,27,2,1/21/2021,557.33,13.94,UPS,320
5935,877,1,QQs-2872,2,2,1/21/2021,142.58,13.81,UPS,160
5936,1083,1,QQs-2873,2,2,1/21/2021,31.38,7.75,Express 1,19
5937,248,1,QQs-2874,2,2,1/21/2021,136.18,11.87,UPS,170
5938,1082,1,QQs-2875,3,3,1/21/2021,79.22,7.68,Express 1,72
5939,1081,1,QQs-2876,2,2,1/21/2021,23.98,4.18,Stamps.com,10
5940,1044,1,QQs-2877,2,2,1/21/2021,44.98,7.75,Express 1,39
5941,161,1,QQs-2878,1,1,1/21/2021,92.39,7.68,Express 1,80
5942,981,1,QQs-2879,4,4,1/22/2021,51.86,10.13,UPS,51
5943,1011,1,QQs-2880,1,1,1/22/2021,15.49,4.08,Stamps.com,12
5944,1084,1,QQs-2881,1,1,1/22/2021,19.99,4.18,Stamps.com,12
5945,1085,1,QQs-2882,1,1,1/22/2021,25.59,7.75,Express 1,31
5946,484,1,QQs-2883,1,1,1/22/2021,139.39,13.2,Express 1,104
5947,1086,1,QQs-2884,1,1,1/22/2021,83.39,7.68,Express 1,92
5948,784,1,QQs-2885,25,7,1/22/2021,490.25,55.95,Express 1,272
5949,276,1,QQs-2886,2,2,1/22/2021,89.11,13.2,Express 1,59
5950,1088,1,QQs-2887,3,3,1/22/2021,40.98,7.75,Express 1,25
5951,766,1,QQs-2888,2,2,1/22/2021,44.48,7.75,Express 1,32
5952,1087,1,QQs-2889,3,1,1/22/2021,38.67,7.75,Express 1,27.7
5953,1089,1,QQs-2890,10,1,1/22/2021,542.9,30.74,UPS,688
5954,1092,1,QQs-2891,2,2,1/22/2021,38.18,7.75,Express 1,31
5955,1091,1,QQs-2892,1,1,1/22/2021,68.09,13.2,Express 1,85
5956,1090,1,QQs-2893,1,1,1/22/2021,9.19,2.78,Stamps.com,4
5957,1066,1,QQs-2894,2,2,1/22/2021,35.98,7.75,Express 1,35
5958,685,1,QQs-2895,10,9,1/23/2021,199.9,13.75,Express 1,128
5959,262,1,QQs-2896,5,1,1/23/2021,282.2,13.79,UPS,224
5960,1094,1,QQs-2897,2,1,1/23/2021,45.98,8,Express 1,30
5961,1093,1,QQs-2898,1,1,1/23/2021,9.99,3.18,Stamps.com,4
5962,186,1,QQs-2899,5,1,1/23/2021,153.4,13.75,Express 1,156
5963,937,1,QQs-2900,1,1,1/23/2021,33.19,8,Express 1,35
5964,1096,1,QQs-2901,1,1,1/24/2021,7.59,3.01,Stamps.com,4
5965,883,1,QQs-2902,7,1,1/24/2021,546.63,22.2,UPS,344
5966,1095,1,QQs-2903,4,3,1/24/2021,91.26,9.01,Express 1,44
5967,1097,1,QQs-2904,1,1,1/24/2021,19.99,4.2,Stamps.com,11
5968,970,1,QQs-2905,2,2,1/24/2021,41.58,8,Express 1,26
5969,1098,1,QQs-2906,3,3,1/25/2021,42.27,8,Express 1,27
5970,1071,1,QQs-2907,1,1,1/25/2021,6.99,3.12,Stamps.com,2
5971,865,1,QQs-2908,3,2,1/25/2021,308.37,13.82,UPS,276
5972,237,1,QQs-2909,2,2,1/25/2021,138.18,11.75,UPS,100
5973,140,1,QQs-2910,2,1,1/25/2021,15.18,0,Stamps.com,7
5974,1099,1,QQs-2911,3,3,1/25/2021,418.17,16.36,UPS,304
5975,434,1,QQs-2912,2,1,1/25/2021,49.18,8,Express 1,46
5976,1100,1,QQs-2913,3,2,1/25/2021,16.18,5.98,Stamps.com,14
5977,409,1,QQs-2914,2,1,1/25/2021,143.48,13.75,Express 1,95
5978,1084,1,QQs-2915,1,1,1/25/2021,21.99,5.66,Stamps.com,15
5979,1101,1,QQs-2916,5,5,1/25/2021,32.56,7.4,Express 1,21.5
5980,580,1,QQs-2917,1,1,1/25/2021,27.1,8,Express 1,18
5981,1103,1,QQs-2918,1,1,1/25/2021,19.99,4.04,Stamps.com,11
5982,1102,1,QQs-2919,10,1,1/26/2021,477.85,9.37,UPS,384
5983,200,1,QQs-2920,3,3,1/26/2021,56.97,8,Express 1,34.5
5984,730,1,QQs-2921,1,1,1/26/2021,151.76,0.51,Stamps.com,1
5985,1105,1,QQs-2922,5,5,1/26/2021,38.85,7.4,Express 1,16.5
5986,1104,1,QQs-2923,1,1,1/26/2021,10.19,4.04,Stamps.com,9
5987,417,1,QQs-2924,1,1,1/26/2021,57.69,8,Express 1,40
5988,779,1,QQs-2926,3,2,1/26/2021,274.17,19.3,Express 1,272
5989,1106,1,QQs-2927,2,1,1/26/2021,29.98,8,Express 1,20
5990,1070,1,QQs-2928,1,1,1/26/2021,86.59,12.64,Express 1,88
5991,1108,1,QQs-2929,2,2,1/26/2021,61.48,9.01,Express 1,52
5992,1107,1,QQs-2930,19,12,1/26/2021,163.61,7.83,Express 1,80
5993,546,1,QQs-2931,4,4,1/26/2021,52.42,7.79,Express 1,22
5994,1109,1,QQs-2932,3,2,1/26/2021,30.18,8,Express 1,22
5995,343,1,QQs-2933,3,1,1/26/2021,224.37,11.59,UPS,140
5996,584,1,QQs-2934,3,3,1/26/2021,111.46,7.83,Express 1,53
5997,980,1,QQs-2935,1,1,1/27/2021,36.29,7.4,Express 1,22
5998,1070,1,QQs-2936,1,1,1/27/2021,23.59,7.4,Express 1,22
5999,1110,1,QQs-2937,2,2,1/27/2021,173.78,21.61,UPS,162
6000,241,1,QQs-2938,1,1,1/27/2021,20.49,4.09,Stamps.com,12
6001,897,1,QQs-2939,1,1,1/27/2021,86.59,7.83,Express 1,89
6002,120,1,QQs-2940,1,1,1/27/2021,27.85,8,Express 1,28
6003,544,1,QQs-2941,6,6,1/27/2021,76.13,8,Express 1,48
6004,1048,1,QQs-2942,1,1,1/27/2021,23.99,7.4,Express 1,21
6005,1111,1,QQs-2943,5,5,1/27/2021,134.95,12.36,Express 1,128
6006,143,1,QQs-2944,20,2,1/27/2021,597.19,12.04,UPS,496
6007,1112,1,QQs-2945,1,1,1/27/2021,23.99,7.4,Express 1,23
6008,795,1,QQs-2946,6,3,1/27/2021,203.14,12.04,UPS,184
6009,987,1,QQs-2947,1,1,1/28/2021,24.59,7.4,Express 1,23
6010,1113,1,QQs-2948,3,3,1/28/2021,61.67,8,Express 1,33
6011,187,1,QQs-2949,1,1,1/28/2021,22.29,7.4,Express 1,15.9
6012,663,1,QQs-2950,1,1,1/28/2021,74.99,10.54,UPS,101
6013,235,1,QQs-2951,3,2,1/28/2021,144.98,14.75,UPS,192
6014,1115,1,QQs-2952,1,1,1/28/2021,63.39,23.25,Express 1,74
6015,1114,1,QQs-2953,6,2,1/28/2021,87.48,8,Express 1,60
6016,746,1,QQs-2954,2,1,1/28/2021,62.58,12.51,UPS,64
6017,1085,1,QQs-2955,1,1,1/28/2021,25.59,8,Express 1,31
6018,1044,1,QQs-2956,2,2,1/28/2021,41.98,8,Express 1,29.9
6019,1115,1,QQs-2957,1,1,1/28/2021,65,0,Stamps.com,0
6020,734,1,QQs-2958,1,1,1/28/2021,15.79,3.69,Stamps.com,5.5
6021,1117,1,QQs-2959,1,1,1/28/2021,20.99,5.66,Stamps.com,15.9
6022,1116,1,QQs-2960,2,2,1/28/2021,46.58,8,Express 1,38
6023,1119,1,QQs-2961,1,1,1/28/2021,38.69,8,Express 1,44
6024,980,1,QQs-2962,1,1,1/28/2021,35.49,7.4,Express 1,19
6025,1118,1,QQs-2963,20,1,1/28/2021,269.3,13.75,Express 1,148
6026,1118,1,QQs-2964,40,1,1/28/2021,455.6,16.02,UPS,280
6027,1044,1,QQs-2965,4,3,1/28/2021,90.93,10.89,Express 1,91
6028,370,1,QQs-2966,3,3,1/29/2021,33.57,7.4,Express 1,19
6029,739,1,QQs-2967,5,1,1/29/2021,37.95,7.4,Express 1,17.5
6030,710,1,QQs-2968,2,1,1/29/2021,181.38,9.37,UPS,144
6031,663,1,QQs-2969,3,1,1/29/2021,315.57,16.52,UPS,267
6032,1120,1,QQs-2970,2,2,1/29/2021,16.79,5.98,Stamps.com,15
6033,1121,1,QQs-2971,10,5,1/29/2021,433.1,11.95,UPS,448
6034,588,1,QQs-2972,6,6,1/29/2021,71.94,8,Express 1,33
6035,1130,1,QQs-2973,1,1,1/30/2021,106.29,9.5,FedEx,51
6036,1129,1,QQs-2974,2,2,1/30/2021,21.99,8,Express 1,26
6037,55,1,QQs-2975,2,1,1/30/2021,138.98,16.35,UPS,72
6038,1128,1,QQs-2976,1,1,1/30/2021,60.19,11.83,UPS,40
6039,584,1,QQs-2977,1,1,1/30/2021,25.03,5.19,Stamps.com,15
6040,1127,1,QQs-2978,1,1,1/30/2021,28.49,8,Express 1,28
6041,1126,1,QQs-2979,1,1,1/30/2021,24.79,4.53,Stamps.com,12
6042,635,1,QQs-2980,6,3,1/30/2021,215.88,11.75,UPS,240
6043,1125,1,QQs-2981,1,1,1/31/2021,115.73,9.5,FedEx,51
6044,518,1,QQs-2982,7,7,1/31/2021,87.93,8,Express 1,52
6045,1100,1,QQs-2983,1,1,1/31/2021,19.59,7.4,Express 1,17
6046,633,1,QQs-2984,5,5,1/31/2021,92.85,10.89,Express 1,68
6047,1124,1,QQs-2985,2,2,1/31/2021,15.67,5.19,Stamps.com,13
6048,70,1,QQs-2986,1,1,1/31/2021,26.99,8,Express 1,29
6049,1123,1,QQs-2987,2,2,1/31/2021,12.49,3.69,Stamps.com,8
6050,936,1,QQs-2988,3,1,1/31/2021,213.87,18.53,UPS,240
6051,1122,1,QQs-2989,1,1,1/31/2021,18.99,4.12,Stamps.com,11.5
6052,933,1,QQs-2990,2,1,1/31/2021,57.98,12.64,Express 1,68
6053,339,1,QQs-2991,11,8,1/31/2021,266.14,16.83,UPS,208
6054,762,1,QQs-2992,1,1,2/1/2021,100.59,7.83,Express 1,80
6055,1131,1,QQs-2993,1,1,2/1/2021,14.79,3.46,Stamps.com,8
6056,1132,1,QQs-2994,2,2,2/1/2021,29.99,8,Express 1,27
6057,1135,1,QQs-2995,1,1,2/1/2021,16.99,4.38,Stamps.com,10
6058,1134,1,QQs-2996,1,1,2/1/2021,48.59,11.83,UPS,37
6059,1133,1,QQs-2997,2,1,2/2/2021,13.98,3.49,Stamps.com,4
6060,981,1,QQs-2998,1,1,2/2/2021,10.49,3.85,Stamps.com,8
6061,686,1,QQs-2999,1,1,2/2/2021,26.99,8,Express 1,27
6062,10,1,QQs-3000,3,2,2/2/2021,126.18,15.91,UPS,192
6063,1136,1,QQs-3001,2,2,2/2/2021,27.19,8,Express 1,34
6064,663,1,QQs-3002,1,1,2/2/2021,74.99,12.64,Express 1,96
6065,915,1,QQs-3003,5,5,2/2/2021,123.52,8.23,Express 1,108
6066,1138,1,QQs-3004,2,2,2/2/2021,12.99,4.38,Stamps.com,12
6067,682,1,QQs-3005,3,2,2/2/2021,148.07,13.75,Express 1,96
6068,1137,1,QQs-3006,6,1,2/2/2021,56.34,7.4,Express 1,27
6069,699,1,QQs-3007,1,1,2/2/2021,21.19,5.66,Stamps.com,15
6070,103,1,QQs-3008,1,1,2/3/2021,29.79,8,Express 1,21
6071,434,1,QQs-3009,1,1,2/3/2021,17.59,4.68,Stamps.com,10
6072,1139,1,QQs-3010,1,1,2/3/2021,21.19,5.23,Stamps.com,15
6073,895,1,QQs-3011,8,4,2/3/2021,530.4,36.58,UPS,672
6074,1140,1,QQs-3012,3,3,2/3/2021,162.87,11.01,UPS,224
6075,117,1,QQs-3013,3,3,2/3/2021,24.97,4.53,Stamps.com,10
6076,1141,1,QQs-3014,8,6,2/3/2021,484.22,15.28,UPS,384
6077,1142,1,QQs-3015,3,3,2/3/2021,221.67,0,UPS,144
6078,862,1,QQs-3016,10,1,2/3/2021,175.9,10.54,UPS,110
6079,1143,1,QQs-3017,3,3,2/3/2021,63.97,8,Express 1,48
6080,1144,1,QQs-3018,2,1,2/4/2021,234.95,72.58,Express 1,96
6081,864,1,QQs-3019,3,1,2/4/2021,50.97,8,Express 1,24
6082,1145,1,QQs-3020,2,2,2/4/2021,620,8.64,Express 1,112
6083,1146,1,QQs-3021,1,1,2/4/2021,37.99,8,Express 1,22
6084,1149,1,QQs-3022,1,1,2/4/2021,22.99,5.81,Stamps.com,15
6085,361,1,QQs-3023,6,1,2/4/2021,61.34,7.4,Express 1,24
6086,1148,1,QQs-3024,1,1,2/4/2021,53.49,7.4,Express 1,31
6087,1147,1,QQs-3025,4,3,2/4/2021,93.16,10.89,Express 1,83
6088,213,1,QQs-3026,2,1,2/4/2021,39.98,8,Express 1,21
6089,1150,1,QQs-3027,4,4,2/4/2021,48.96,8.45,Express 1,21
